Cochrane.Review.ID	Author.s.	Title	Year	Keywords	DOI	URL	Cochrane.Review.Group.Code	base_id	version
CD001830.PUB5	Ahovuo‐Saloranta, A; Forss, H; Walsh, T; Nordblad, A; Mäkelä, M; Worthington, HV	Pit and fissure sealants for preventing dental decay in permanent teeth	2017	*Dental Occlusion; *Dentition, Permanent; Acrylic Resins [therapeutic use]; Adolescent; Child; Child, Preschool; Dental Caries [*prevention & control]; Humans; Molar; Pit and Fissure Sealants [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Silicon Dioxide [therapeutic use]	10.1002/14651858.CD001830.pub5	http://dx.doi.org/10.1002/14651858.CD001830.pub5	Oral Health	CD001830	5
CD001831.PUB5	Smith, SM; Schroeder, K; Fahey, T	Over‐the‐counter (OTC) medications for acute cough in children and adults in community settings	2014	Acute Disease; Administration, Oral; Adult; Ambulatory Care; Antitussive Agents [*administration & dosage, adverse effects]; Child; Cough [*drug therapy]; Drug Therapy, Combination [methods]; Expectorants [*administration & dosage, adverse effects, therapeutic use]; Histamine H1 Antagonists [*administration & dosage]; Humans; Nonprescription Drugs [*administration & dosage, adverse effects]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001831.pub5	http://dx.doi.org/10.1002/14651858.CD001831.pub5	Acute Respiratory Infections	CD001831	5
CD001832.PUB3	Prasad, K; Kumar, A; Singhal, T; Gupta, PK	Third generation cephalosporins versus conventional antibiotics for treating acute bacterial meningitis	2007	Acute Disease; Ampicillin [therapeutic use]; Anti‐Bacterial Agents [*therapeutic use]; Cephalosporins [adverse effects, *therapeutic use]; Chloramphenicol [therapeutic use]; Community‐Acquired Infections [drug therapy]; Humans; Meningitis, Bacterial [*drug therapy]; Penicillins [therapeutic use]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001832.pub3	http://dx.doi.org/10.1002/14651858.CD001832.pub3	Acute Respiratory Infections	CD001832	3
CD001833.PUB3	Macartney, K; Heywood, A; McIntyre, P	Vaccines for post‐exposure prophylaxis against varicella (chickenpox) in children and adults	2014	*Herpesvirus 3, Human; Adult; Chickenpox Vaccine [*administration & dosage]; Chickenpox [*prevention & control, transmission]; Child; Humans; Post‐Exposure Prophylaxis [*methods]; Randomized Controlled Trials as Topic; Vaccines, Attenuated [administration & dosage]	10.1002/14651858.CD001833.pub3	http://dx.doi.org/10.1002/14651858.CD001833.pub3	Acute Respiratory Infections	CD001833	3
CD001834.PUB3	Conterno, LO; da Silva Filho, CR; Ruggeberg, JU; Heath, PT	Conjugate vaccines for preventing meningococcal C meningitis and septicaemia	2011	*Neisseria meningitidis, Serogroup C; Humans; Infant; Meningitis, Meningococcal [*prevention & control]; Meningococcal Vaccines [*therapeutic use]; Sepsis [*prevention & control]; Vaccines, Conjugate [therapeutic use]	10.1002/14651858.CD001834.pub3	http://dx.doi.org/10.1002/14651858.CD001834.pub3	Acute Respiratory Infections	CD001834	3
CD001835.PUB5	Ulug, P; Powell, JT; Martinez, M-MA; Ballard, DJ; Filardo, G	Surgery for small asymptomatic abdominal aortic aneurysms	2020	Aortic Aneurysm, Abdominal [diagnostic imaging, mortality, *surgery]; Aortic Rupture [epidemiology]; Asymptomatic Diseases [mortality, *therapy]; Cost-Benefit Analysis; Endovascular Procedures; Female; Humans; Male; Organ Size; Quality of Life; Randomized Controlled Trials as Topic; Survival Analysis; Time Factors; Ultrasonography; Watchful Waiting	10.1002/14651858.CD001835.pub5	http://dx.doi.org/10.1002/14651858.CD001835.pub5	Vascular	CD001835	5
CD001836.PUB4	Broderick, C; Pagnamenta, F; Forster, R	Dressings and topical agents for arterial leg ulcers	2020	*Wound Healing; Administration, Topical; Arteries; Bandages, Hydrocolloid; Humans; Leg Ulcer [*therapy]; Occlusive Dressings; Ointments [*therapeutic use]; Randomized Controlled Trials as Topic; Varicose Ulcer [therapy]	10.1002/14651858.CD001836.pub4	http://dx.doi.org/10.1002/14651858.CD001836.pub4	Vascular	CD001836	4
CD001837.PUB4	Streck, JM; Rigotti, NA; Livingstone-Banks, J; Tindle, HA; Clair, C; Munafò, MR; Sterling-Maisel, C; Hartmann-Boyce, J	Interventions for smoking cessation in hospitalised patients	2024	*Bias; *Counseling [methods]; *Hospitalization; *Randomized Controlled Trials as Topic; *Smoking Cessation [methods]; Bupropion [therapeutic use]; Humans; Smoking Cessation Agents [therapeutic use]; Smoking [therapy]; Tobacco Use Cessation Devices	10.1002/14651858.CD001837.pub4	http://dx.doi.org/10.1002/14651858.CD001837.pub4	Tobacco Addiction	CD001837	4
CD001838.PUB6	Ayeleke, RO; Asseler, JD; Cohlen, BJ; Veltman‐Verhulst, SM	Intra‐uterine insemination for unexplained subfertility	2020	*Coitus; *Pregnancy Rate; Abortion, Spontaneous [epidemiology]; Female; Fertile Period [physiology]; Fertility Agents, Female [therapeutic use]; Humans; Infertility [*therapy]; Insemination, Artificial [adverse effects, *methods]; Live Birth [epidemiology]; Male; Ovarian Hyperstimulation Syndrome; Ovulation Induction [adverse effects, *methods]; Pregnancy; Pregnancy, Multiple [statistics & numerical data]; Randomized Controlled Trials as Topic; Time Factors; Watchful Waiting	10.1002/14651858.CD001838.pub6	http://dx.doi.org/10.1002/14651858.CD001838.pub6	Gynaecology and Fertility	CD001838	6
CD001841.PUB3	Wright, JM; Musini, VM; Gill, R	First‐line drugs for hypertension	2018	Adrenergic beta‐Antagonists [therapeutic use]; Angiotensin‐Converting Enzyme Inhibitors [therapeutic use]; Antihypertensive Agents [adverse effects, *therapeutic use]; Calcium Channel Blockers [therapeutic use]; Coronary Disease [prevention & control]; Humans; Hypertension [*drug therapy, mortality]; Middle Aged; Randomized Controlled Trials as Topic; Sodium Chloride Symporter Inhibitors [therapeutic use]; Stroke [prevention & control]; Thiazides [adverse effects, therapeutic use]	10.1002/14651858.CD001841.pub3	http://dx.doi.org/10.1002/14651858.CD001841.pub3	Hypertension	CD001841	3
CD001842.PUB2	Alhasso, A; Glazener, CMA; Pickard, R; N'Dow, JMO	Adrenergic drugs for urinary incontinence in adults	2005	Adrenergic Agonists [*therapeutic use]; Adult; Clenbuterol [therapeutic use]; Female; Humans; Midodrine [therapeutic use]; Phenylpropanolamine [therapeutic use]; Randomized Controlled Trials as Topic; Urinary Incontinence [*drug therapy]; Urinary Incontinence, Stress [drug therapy]	10.1002/14651858.CD001842.pub2	http://dx.doi.org/10.1002/14651858.CD001842.pub2	Incontinence	CD001842	2
CD001843.PUB5	Anderson, CA; Omar, MI; Campbell, SE; Hunter, KF; Cody, JD; Glazener, CMA	Conservative management for postprostatectomy urinary incontinence	2015	Biofeedback, Psychology; Electric Stimulation Therapy [methods]; Erectile Dysfunction [rehabilitation]; Exercise Therapy [methods]; Humans; Magnetic Field Therapy [methods]; Male; Pelvic Floor; Prostatectomy [*adverse effects]; Randomized Controlled Trials as Topic; Urinary Incontinence [etiology, *therapy]	10.1002/14651858.CD001843.pub5	http://dx.doi.org/10.1002/14651858.CD001843.pub5	Incontinence	CD001843	5
CD001848.PUB4	Hunot, V; Churchill, R; Teixeira, V; Silva de Lima, M	Psychological therapies for generalised anxiety disorder	2007	Adult; Anxiety Disorders [*therapy]; Behavior Therapy [methods]; Humans; Psychotherapy [*methods]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001848.pub4	http://dx.doi.org/10.1002/14651858.CD001848.pub4	Common Mental Disorders	CD001848	4
CD001851.PUB2	Geddes, J; Freemantle, N; Mason, J; Eccles, M; Boynton, J	Selective serotonin reuptake inhibitors (SSRIs) versus other antidepressants for depression	2006	Antidepressive Agents [*therapeutic use]; Depressive Disorder [*drug therapy]; Humans; Selective Serotonin Reuptake Inhibitors [*therapeutic use]	10.1002/14651858.CD001851.pub2	http://dx.doi.org/10.1002/14651858.CD001851.pub2	Common Mental Disorders	CD001851	2
CD001855	Thompson, DC; Rivara, F; Thompson, R	Helmets for preventing head and facial injuries in bicyclists	1999	*Head Protective Devices; Bicycling [*injuries]; Craniocerebral Trauma [*prevention & control]; Humans	10.1002/14651858.CD001855	http://dx.doi.org/10.1002/14651858.CD001855	Injuries	CD001855	1
CD001856	Roberts, I; Blackhall, K; Dickinson, KJ	Medical anti‐shock trousers (pneumatic anti‐shock garments) for circulatory support in patients with trauma	1999	*Bandages; *Blood Circulation; *Clothing; Humans; Pressure; Shock, Traumatic [*prevention & control]; Traumatology [*instrumentation]	10.1002/14651858.CD001856	http://dx.doi.org/10.1002/14651858.CD001856	Injuries	CD001856	1
CD001857.PUB2	Dinh‐Zarr, TB; Goss, CW; Heitman, E; Roberts, IG; DiGuiseppi, C	Interventions for preventing injuries in problem drinkers	2004	*Accident Prevention; Alcoholism [epidemiology, *prevention & control]; Humans; Risk; Wounds and Injuries [epidemiology, *prevention & control]	10.1002/14651858.CD001857.pub2	http://dx.doi.org/10.1002/14651858.CD001857.pub2	Injuries	CD001857	2
CD001860.PUB4	Evans, JR; Solomon, AW; Kumar, R; Perez, Á; Singh, BP; Srivastava, RM; Harding‐Esch, E	Antibiotics for trachoma	2019	*Drug Resistance, Bacterial; Administration, Oral; Administration, Topical; Anti‐Bacterial Agents [*administration & dosage, *therapeutic use]; Chlamydia trachomatis [drug effects]; Humans; Randomized Controlled Trials as Topic; Trachoma [*drug therapy]; Treatment Outcome	10.1002/14651858.CD001860.pub4	http://dx.doi.org/10.1002/14651858.CD001860.pub4	Eyes and Vision	CD001860	4
CD001861.PUB4	Watson, SL; Leung, V	Interventions for recurrent corneal erosions	2018	*Corneal Injuries; Anti‐Bacterial Agents [therapeutic use]; Contact Lenses; Corneal Diseases [*prevention & control, therapy]; Debridement [methods]; Eye Infections [etiology, *prevention & control]; Glucocorticoids [therapeutic use]; Humans; Keratectomy [adverse effects, methods]; Lubricant Eye Drops [administration & dosage]; Pain Measurement; Prednisolone [therapeutic use]; Randomized Controlled Trials as Topic; Recurrence; Secondary Prevention; Tetracycline [therapeutic use]	10.1002/14651858.CD001861.pub4	http://dx.doi.org/10.1002/14651858.CD001861.pub4	Eyes and Vision	CD001861	4
CD001862.PUB4	Kapoor, VS; Evans, JR; Vedula, SS	Interventions for preventing ophthalmia neonatorum	2020	Anti-Infective Agents [*administration & dosage]; Bias; Blindness [prevention & control]; Erythromycin [administration & dosage]; Humans; Infant, Newborn; Ophthalmia Neonatorum [*prevention & control]; Povidone-Iodine [administration & dosage]; Randomized Controlled Trials as Topic; Silver Nitrate [administration & dosage]; Tetracycline [administration & dosage]; Trachoma [prevention & control]; Vision Disorders [prevention & control]	10.1002/14651858.CD001862.pub4	http://dx.doi.org/10.1002/14651858.CD001862.pub4	Eyes and Vision	CD001862	4
CD001863.PUB4	Lopez, LM; Grey, TW; Hiller, JE; Chen, M	Education for contraceptive use by women after childbirth	2015	*Contraception; *Patient Education as Topic; *Postpartum Period; Adolescent; Adult; Family Planning Services [*education]; Female; Humans; Program Evaluation; Randomized Controlled Trials as Topic; Young Adult	10.1002/14651858.CD001863.pub4	http://dx.doi.org/10.1002/14651858.CD001863.pub4	Fertility Regulation	CD001863	4
CD001865.PUB3	Edwards, AGK; Naik, G; Ahmed, H; Elwyn, GJ; Pickles, T; Hood, K; Playle, R	Personalised risk communication for informed decision making about taking screening tests	2013	*Communication; *Decision Making; *Mass Screening [adverse effects]; *Risk; Breast Neoplasms [prevention & control]; Colorectal Neoplasms [prevention & control]; Community Participation [*methods]; Female; Humans; Male; Patient Education as Topic; Randomized Controlled Trials as Topic	10.1002/14651858.CD001865.pub3	http://dx.doi.org/10.1002/14651858.CD001865.pub3	Consumers and Communication	CD001865	3
CD001866.PUB2	Jordan, R; Cummins, CCL; Burls, A; Seukeran, DDC	Laser resurfacing for facial acne scars	2016	Acne Vulgaris [*complications]; Cicatrix [*surgery]; Face; Humans; Laser Coagulation [*methods]; Plastic Surgery Procedures [*methods]; Randomized Controlled Trials as Topic; Treatment Outcome	10.1002/14651858.CD001866.pub2	http://dx.doi.org/10.1002/14651858.CD001866.pub2	Skin	CD001866	2
CD001867.PUB3	Rösner, S; Hackl‐Herrwerth, A; Leucht, S; Vecchi, S; Srisurapanont, M; Soyka, M	Opioid antagonists for alcohol dependence	2010	Alcoholism [*drug therapy]; Controlled Clinical Trials as Topic; Humans; Naltrexone [adverse effects, *analogs & derivatives, *therapeutic use]; Narcotic Antagonists [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001867.pub3	http://dx.doi.org/10.1002/14651858.CD001867.pub3	Drugs and Alcohol	CD001867	3
CD001869.PUB9	Gagyor, I; Madhok, VB; Daly, F; Sullivan, F	Antiviral treatment for Bell's palsy (idiopathic facial paralysis)	2019	Antiviral Agents [*therapeutic use]; Anti‐Inflammatory Agents [*therapeutic use]; Bell Palsy [*drug therapy, virology]; Drug Therapy, Combination; Humans; Randomized Controlled Trials as Topic; Treatment Outcome	10.1002/14651858.CD001869.pub9	http://dx.doi.org/10.1002/14651858.CD001869.pub9	Neuromuscular	CD001869	9
CD001871.PUB4	Brown, T; Moore, THM; Hooper, L; Gao, Y; Zayegh, A; Ijaz, S; Elwenspoek, M; Foxen, SC; Magee, L; O'Malley, C; Waters, E; Summerbell, CD	Interventions for preventing obesity in children	2019	*Diet; Adolescent; Behavior Therapy; Body Mass Index; Child; Child, Preschool; Combined Modality Therapy; Exercise [*physiology]; Female; Humans; Infant; Male; Overweight [prevention & control, therapy]; Pediatric Obesity [*prevention & control, therapy]; Quality of Life; Randomized Controlled Trials as Topic; Treatment Outcome	10.1002/14651858.CD001871.pub4	http://dx.doi.org/10.1002/14651858.CD001871.pub4	Public Health	CD001871	4
CD001872.PUB3	Oude Luttikhuis, H; Baur, L; Jansen, H; Shrewsbury, VA; O'Malley, C; Stolk, RP; Summerbell, CD	Interventions for treating obesity in children	2019	Anti‐Obesity Agents [therapeutic use]; Child; Diet, Reducing; Humans; Life Style; Motor Activity; Pediatric Obesity [*therapy]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001872.pub3	http://dx.doi.org/10.1002/14651858.CD001872.pub3	Metabolic and Endocrine Disorders	CD001872	3
CD001873	James, A; Burton, MJ	Betahistine for Ménière's disease or syndrome	2001	Betahistine [*therapeutic use]; Humans; Meniere Disease [*drug therapy]; Outcome Assessment, Health Care; Randomized Controlled Trials as Topic; Vasodilator Agents [*therapeutic use]	10.1002/14651858.CD001873	http://dx.doi.org/10.1002/14651858.CD001873	ENT	CD001873	1
CD001874	Hollis, L; Burton, MJ; Millar, J	Perioperative local anaesthesia for reducing pain following tonsillectomy	1999	*Anesthesia, Local; *Tonsillectomy; Humans; Pain, Postoperative [*prevention & control]	10.1002/14651858.CD001874	http://dx.doi.org/10.1002/14651858.CD001874	ENT	CD001874	1
CD001876.PUB3	Ryan, H; Yoo, J; Darsini, P	Corticosteroids for tuberculous pleurisy	2017	Adrenal Cortex Hormones [adverse effects, *therapeutic use]; Antitubercular Agents [therapeutic use]; HIV Seronegativity; HIV Seropositivity [mortality]; Humans; Pleura [drug effects]; Randomized Controlled Trials as Topic; Tuberculosis, Pleural [*drug therapy, mortality]; Tuberculosis, Pulmonary [drug therapy]	10.1002/14651858.CD001876.pub3	http://dx.doi.org/10.1002/14651858.CD001876.pub3	Infectious Diseases	CD001876	3
CD001877.PUB5	Gøtzsche, PC; Jørgensen, KJ	Screening for breast cancer with mammography	2013	*Mass Screening; Adult; Aged; Breast Neoplasms [*diagnostic imaging, *mortality, surgery]; Cause of Death; Diagnostic Errors; Female; Humans; Mammography [*adverse effects, *psychology]; Mastectomy [statistics & numerical data]; Middle Aged; Pamphlets; Patient Education as Topic; Randomized Controlled Trials as Topic	10.1002/14651858.CD001877.pub5	http://dx.doi.org/10.1002/14651858.CD001877.pub5	Breast Cancer	CD001877	5
CD001878.PUB3	Brønfort, G; Haas, M; Evans, RL; Goldsmith, CH; Assendelft, WJJ; Bouter, LM	Non‐invasive physical treatments for chronic/recurrent headache	2014	*Exercise Movement Techniques; *Physical Therapy Modalities; Chronic Disease; Headache Disorders [*therapy]; Headache [*therapy]; Humans; Recurrence	10.1002/14651858.CD001878.pub3	http://dx.doi.org/10.1002/14651858.CD001878.pub3	Pain, Palliative and Supportive Care	CD001878	3
CD001880.PUB6	Avenell, A; Smith, TO; Curtain, JP; Mak, JCS; Myint, PK	Nutritional supplementation for hip fracture aftercare in older people	2016	*Aftercare; *Dietary Supplements [adverse effects]; Aged; Cause of Death; Hip Fractures [*complications, mortality]; Humans; Malnutrition [*diet therapy, mortality]; Nutritional Support [adverse effects, *methods]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001880.pub6	http://dx.doi.org/10.1002/14651858.CD001880.pub6	Bone, Joint and Muscle Trauma	CD001880	6
CD001884.PUB3	Desborough, MJ; Oakland, K; Brierley, C; Bennett, S; Doree, C; Trivella, M; Hopewell, S; Stanworth, SJ; Estcourt, LJ	Desmopressin use for minimising perioperative blood transfusion	2017	Adult; Antifibrinolytic Agents [administration & dosage]; Aprotinin [administration & dosage]; Blood Loss, Surgical [*prevention & control]; Cardiac Surgical Procedures [statistics & numerical data]; Deamino Arginine Vasopressin [*administration & dosage]; Erythrocyte Transfusion [*statistics & numerical data]; Hemostatics [*administration & dosage]; Humans; Orthopedic Procedures [statistics & numerical data]; Randomized Controlled Trials as Topic; Tranexamic Acid [administration & dosage]; Transplantation, Homologous; Vascular Surgical Procedures [statistics & numerical data]	10.1002/14651858.CD001884.pub3	http://dx.doi.org/10.1002/14651858.CD001884.pub3	Injuries	CD001884	3
CD001886.PUB4	Henry, DA; Carless, PA; Moxey, AJ; O'Connell, D; Stokes, BJ; Fergusson, DA; Ker, K	Anti‐fibrinolytic use for minimising perioperative allogeneic blood transfusion	2011	Adult; Aminocaproic Acid [*therapeutic use]; Antifibrinolytic Agents [*therapeutic use]; Aprotinin [*therapeutic use]; Blood Loss, Surgical [*prevention & control]; Erythrocyte Transfusion [*statistics & numerical data]; Humans; Randomized Controlled Trials as Topic; Tranexamic Acid [*therapeutic use]; Transplantation, Homologous	10.1002/14651858.CD001886.pub4	http://dx.doi.org/10.1002/14651858.CD001886.pub4	Injuries	CD001886	4
CD001888.PUB5	Lloyd, TD; Geneen, LJ; Bernhardt, K; McClune, W; Fernquest, SJ; Brown, T; Dorée, C; Brunskill, SJ; Murphy, MF; Palmer, AJR	Cell salvage for minimising perioperative allogeneic blood transfusion in adults undergoing elective surgery	2023	*Arthritis, Infectious; *Hematopoietic Stem Cell Transplantation; *Myocardial Infarction; *Pulmonary Embolism; *Stroke; *Wound Infection; Adult; Blood Transfusion; Elective Surgical Procedures; Female; Humans; Pregnancy	10.1002/14651858.CD001888.pub5	http://dx.doi.org/10.1002/14651858.CD001888.pub5	Injuries	CD001888	5
CD001890.PUB3	Roderick, PJ; Willis, NS; Blakeley, S; Jones, C; Tomson, C	Correction of chronic metabolic acidosis for chronic kidney disease patients	2007	*Renal Dialysis; Acidosis [*therapy]; Chronic Disease; Hemodialysis Solutions [therapeutic use]; Humans; Kidney Diseases [*complications, metabolism]; Sodium Bicarbonate [*therapeutic use]	10.1002/14651858.CD001890.pub3	http://dx.doi.org/10.1002/14651858.CD001890.pub3	Kidney and Transplant	CD001890	3
CD001892.PUB5	Hahn, D; Hodson, EM; Fouque, D	Low protein diets for non‐diabetic adults with chronic kidney disease	2020	*Diet, Protein-Restricted; *Disease Progression; Adult; Bias; Cause of Death; Chronic Disease; Glomerular Filtration Rate; Humans; Kidney Failure, Chronic [*diet therapy, mortality, *prevention & control]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001892.pub5	http://dx.doi.org/10.1002/14651858.CD001892.pub5	Kidney and Transplant	CD001892	5
CD001893.PUB2	Guay, J; Nishimori, M; Kopp, S	Epidural local anaesthetics versus opioid‐based analgesic regimens for postoperative gastrointestinal paralysis, vomiting and pain after abdominal surgery	2016	*Anesthesia, Epidural; Abdomen [*surgery]; Analgesics, Opioid [*therapeutic use]; Anesthetics, Local [*therapeutic use]; Flatulence; Gastrointestinal Diseases [drug therapy, etiology]; Gastrointestinal Transit [drug effects]; Humans; Pain, Postoperative [drug therapy]; Paralysis [drug therapy, etiology]; Postoperative Complications [*drug therapy]; Postoperative Nausea and Vomiting [drug therapy]; Randomized Controlled Trials as Topic	10.1002/14651858.CD001893.pub2	http://dx.doi.org/10.1002/14651858.CD001893.pub2	Anaesthesia	CD001893	2
CD001894.PUB6	Lacey, L; Hassan, S; Franik, S; Seif, MW; Akhtar, MA	Assisted hatching on assisted conception (in vitro fertilisation (IVF) and intracytoplasmic sperm injection (ICSI))	2021	*Fertilization in Vitro; *Pregnancy Rate; Abortion, Spontaneous [epidemiology]; Bias; Embryo Implantation [*physiology]; Female; Humans; Live Birth [epidemiology]; Pregnancy; Pregnancy Outcome; Pregnancy, Multiple [statistics & numerical data]; Publication Bias; Randomized Controlled Trials as Topic; Sperm Injections, Intracytoplasmic; Zona Pellucida [*physiology]	10.1002/14651858.CD001894.pub6	http://dx.doi.org/10.1002/14651858.CD001894.pub6	Gynaecology and Fertility	CD001894	6
